Salsa 2.75DL(R1->R3.75) experimental COR: 7:[2,],11:[15,],15:[1,20,],-->
0: [0], 0.184528, -2.43809
0: [1], -0.349189, -1.51792
0: [2], -3.0743e-06, -18.3113
0: [3], 0.0667002, -3.90617
0: [4], 0.213862, -2.22525
0: [5], 0.376086, -1.41086
0: [6], 0.533476, -0.906504
0: [7], 0.684294, -0.547313
0: [8], 0.790254, -0.339612
0: [9], 0.865852, -0.207807
0: [10], 0.916029, -0.126535
0: [11], 1.38078e-05, -16.1442
0: [12], 0.00196888, -8.98841
0: [13], -0.0254218, -5.29779
0: [14], -1.81915e-05, -15.7464
0: [15], 0.00823162, -6.92461
0: [16], 0.0585269, -4.09476
0: [17], 0.157644, -2.66525
0: [18], 0.405062, -1.30379
0: [19], 0.569275, -0.812802
0: [20], 0.652123, -0.616783
0: [21], 0.736672, -0.440907
0: [22], 0.81143, -0.301462
0: [23], -0.870526, -0.200041
0: [24], 2.99867e-05, -15.0253
0: [25], 0.0155667, -6.00539
0: [26], -0.0908415, -3.4605
0: [27], 7.05849e-06, -17.1122
0: [28], 0.156324, -2.67739
0: [29], -0.343827, -1.54025
0: [30], -2.33194e-05, -15.3881
0: [31], 0.0464107, -4.4294
4: [0], 8.68738e-06, -16.8126
4: [1], 7.45058e-06, -17.0342
4: [2], 1.54814e-05, -15.9791
4: [3], -2.85963e-05, -15.0938
4: [4], 1.13882e-05, -16.4221
4: [5], -6.90296e-06, -17.1444
4: [6], -6.97095e-06, -17.1302
4: [7], -1.64397e-05, -15.8925
4: [8], -1.69473e-05, -15.8486
4: [9], 3.36617e-05, -14.8585
4: [10], -0.000373733, -11.3857
4: [11], 2.86289e-05, -15.0922
4: [12], 3.50922e-06, -18.1204
4: [13], 3.59286e-05, -14.7645
4: [14], 1.97878e-05, -15.625
4: [15], -7.30623e-06, -17.0624
4: [16], 1.19787e-05, -16.3492
4: [17], -1.40648e-05, -16.1175
4: [18], -6.455e-06, -17.2412
4: [19], 7.14045e-06, -17.0956
4: [20], -8.88947e-06, -16.7795
4: [21], -2.84743e-05, -15.1
4: [22], -5.63264e-06, -17.4378
4: [23], -4.69526e-05, -14.3784
4: [24], -3.52412e-06, -18.1143
4: [25], -1.80146e-05, -15.7605
4: [26], 6.56676e-06, -17.2164
4: [27], 5.62826e-05, -14.117
4: [28], 3.29968e-05, -14.8873
4: [29], -4.15184e-05, -14.5559
4: [30], -5.27343e-05, -14.2109
4: [31], -1.50306e-05, -16.0217
8: [0], 1.76653e-05, -15.7887
8: [1], -2.8586e-05, -15.0943
8: [2], 4.14522e-05, -14.5582
8: [3], 1.04737e-05, -16.5429
8: [4], 1.02464e-05, -16.5745
8: [5], -2.52295e-06, -18.5965
8: [6], -6.61425e-06, -17.206
8: [7], 4.82267e-05, -14.3398
8: [8], 1.13305e-05, -16.4294
8: [9], 6.73719e-06, -17.1794
8: [10], -4.65829e-05, -14.3898
8: [11], 5.19753e-05, -14.2318
8: [12], 3.50839e-05, -14.7988
8: [13], 3.65293e-05, -14.7406
8: [14], 2.18106e-05, -15.4846
8: [15], -1.22022e-05, -16.3225
8: [16], 8.78517e-06, -16.7965
8: [17], 3.39244e-05, -14.8473
8: [18], 1.06758e-05, -16.5153
8: [19], 5.35324e-06, -17.5112
8: [20], -2.468e-07, -21.9502
8: [21], -1.85249e-05, -15.7202
8: [22], -2.36379e-05, -15.3685
8: [23], -2.25632e-05, -15.4357
8: [24], 6.1756e-06, -17.305
8: [25], -2.2986e-05, -15.4089
8: [26], 1.68476e-06, -19.179
8: [27], -5.01238e-06, -17.6061
8: [28], -1.2625e-05, -16.2734
8: [29], -1.44849e-05, -16.0751
8: [30], 4.01111e-05, -14.6056
8: [31], -2.99774e-05, -15.0258
12: [0], -4.95464e-07, -20.9447
12: [1], -4.23938e-06, -17.8477
12: [2], 8.98726e-06, -16.7637
12: [3], 0.000363333, -11.4264
12: [4], -8.72742e-06, -16.806
12: [5], 4.42918e-05, -14.4626
12: [6], 1.88518e-05, -15.6949
12: [7], -1.59498e-05, -15.9361
12: [8], -1.44411e-05, -16.0795
12: [9], -1.75331e-05, -15.7996
12: [10], 1.67433e-05, -15.8661
12: [11], 3.86965e-06, -17.9794
12: [12], -5.84498e-06, -17.3844
12: [13], -1.92504e-05, -15.6647
12: [14], 0.000124432, -12.9724
12: [15], -1.57468e-05, -15.9546
12: [16], 3.39411e-05, -14.8466
12: [17], 1.2421e-05, -16.2969
12: [18], 7.01193e-06, -17.1218
12: [19], -1.41123e-05, -16.1127
12: [20], -2.6864e-05, -15.184
12: [21], 2.43597e-05, -15.3251
12: [22], -5.64419e-05, -14.1129
12: [23], -2.13832e-06, -18.8351
12: [24], -2.96673e-05, -15.0408
12: [25], 8.89041e-06, -16.7793
12: [26], -1.86181e-05, -15.7129
12: [27], 1.16397e-05, -16.3906
12: [28], -3.40622e-05, -14.8415
12: [29], -1.5771e-05, -15.9524
12: [30], 6.57421e-05, -13.8928
12: [31], -2.59988e-05, -15.2312
1: [0], 4.41596e-05, -14.4669
1: [1], -0.00276504, -8.49849
1: [2], 2.30353e-05, -15.4058
1: [3], -1.47708e-05, -16.0469
1: [4], 0.0378722, -4.72272
1: [5], -3.79914e-05, -14.684
1: [6], 0.00375725, -8.05611
1: [7], 0.0567281, -4.13979
1: [8], -0.153019, -2.70822
1: [9], 1.6002e-05, -15.9314
1: [10], 7.92369e-06, -16.9454
1: [11], -1.19954e-05, -16.3472
1: [12], 0.00106941, -9.86897
1: [13], 0.0254033, -5.29884
1: [14], 0.0997692, -3.32526
1: [15], -0.244523, -2.03196
1: [16], 3.68105e-05, -14.7295
1: [17], 0.184676, -2.43693
1: [18], -1.35936e-05, -16.1667
1: [19], 9.65409e-06, -16.6604
1: [20], -9.6106e-05, -13.345
1: [21], -5.09806e-06, -17.5816
1: [22], -1.40611e-05, -16.1179
1: [23], -0.000532881, -10.8739
1: [24], -1.78535e-05, -15.7734
1: [25], 0.00205672, -8.92544
1: [26], 0.0191936, -5.70323
1: [27], -0.0681887, -3.87432
1: [28], -2.84156e-05, -15.103
1: [29], 0.0255093, -5.29283
1: [30], 1.19116e-05, -16.3573
1: [31], 5.31292e-05, -14.2001
5: [0], -0.139932, -2.8372
5: [1], -9.88878e-06, -16.6258
5: [2], 4.7002e-05, -14.3769
5: [3], 0.0452595, -4.46564
5: [4], -8.81404e-06, -16.7918
5: [5], -1.13426e-05, -16.4279
5: [6], 0.000628889, -10.6349
5: [7], -0.0104392, -6.58184
5: [8], 0.00111208, -9.81253
5: [9], 0.0296886, -5.07395
5: [10], -1.60849e-05, -15.9239
5: [11], 0.0364422, -4.77825
5: [12], 0.109917, -3.18552
5: [13], -0.221066, -2.17745
5: [14], -3.2967e-05, -14.8886
5: [15], 0.0350723, -4.83353
5: [16], -2.96719e-05, -15.0405
5: [17], 5.01424e-06, -17.6055
5: [18], 0.00386233, -8.01631
5: [19], 0.0408952, -4.61192
5: [20], -0.105535, -3.24421
5: [21], 0.0243663, -5.35897
5: [22], 0.195987, -2.35117
5: [23], 2.08793e-05, -15.5476
5: [24], 1.99778e-05, -15.6112
5: [25], 0.040943, -4.61024
5: [26], -0.140649, -2.82983
5: [27], -5.32651e-05, -14.1964
