Chacha 2DL(R1->R3) experimental COR: 3:[5,25,],7:[12,28,],11:[21,25,],15:[13,21,],-->
0: [0], -0.113227, -3.14271
[1], -4.82425e-07, -20.9832
[2], 0.00222437, -8.81239
[3], 0.0202629, -5.62502
[4], -0.0789498, -3.66292
[5], -1.4578e-05, -16.0658
[6], -2.84165e-05, -15.1029
[7], 0.00117874, -9.72854
[8], -0.0171692, -5.86404
[9], -3.03481e-05, -15.008
[10], 1.0049e-05, -16.6026
[11], 0.00202217, -8.94988
[12], 0.0285003, -5.13288
[13], -2.79546e-05, -15.1266
[14], -1.91666e-06, -18.993
[15], 0.00508774, -7.61876
[16], -0.0308869, -5.01686
[17], -2.19597e-05, -15.4748
[18], -1.70255e-05, -15.8419
[19], 0.00132614, -9.55855
[20], 0.0158938, -5.97539
[21], 5.91017e-06, -17.3684
[22], 0.000359916, -11.4401
[23], 0.0134632, -6.21484
[24], 0.0693661, -3.84963
[25], 1.89953e-05, -15.684
[26], 0.00291918, -8.42022
[27], 0.029935, -5.06202
[28], 0.101374, -3.30224
[29], 2.8573e-05, -15.095
[30], 0.00389679, -8.0035
[31], 0.019744, -5.66244
1: [0], -0.0484166, -4.36835
[1], -3.80557e-05, -14.6815
[2], 1.58073e-05, -15.949
[3], 0.000974262, -10.0034
[4], -0.0222169, -5.4922
[5], 2.99728e-05, -15.026
[6], 0.000656492, -10.5729
[7], 0.0314598, -4.99035
[8], 0.160933, -2.63547
[9], 2.388e-05, -15.3538
[10], 1.04029e-06, -19.8746
[11], 0.0231542, -5.43258
[12], 0.0871749, -3.51994
[13], -4.96693e-05, -14.2973
[14], 3.09963e-05, -14.9775
[15], 0.00643477, -7.27989
[16], -0.0480672, -4.3788
[17], -1.95643e-05, -15.6414
[18], 0.00280685, -8.47683
[19], 0.0459093, -4.44507
[20], -0.200529, -2.31811
[21], 6.69621e-07, -20.5102
[22], -7.51764e-06, -17.0213
[23], 0.00210524, -8.8918
[24], 0.0246564, -5.34189
[25], -2.40188e-06, -18.6674
[26], -5.02784e-05, -14.2797
[27], 0.0274174, -5.18877
[28], 0.119007, -3.07088
[29], -1.50856e-05, -16.0165
[30], -2.95229e-05, -15.0478
[31], 0.0029214, -8.41913
2: [0], 0.0572466, -4.12667
[1], 0.000430035, -11.1833
[2], 0.0217402, -5.52349
[3], 0.108313, -3.20672
[4], -0.251655, -1.99048
[5], -1.4537e-05, -16.0699
[6], 5.1179e-05, -14.2541
[7], 0.00161233, -9.27664
[8], 0.0229748, -5.44381
[9], -2.13142e-05, -15.5178
[10], -2.38987e-05, -15.3527
[11], 0.0120705, -6.37237
[12], 0.0824318, -3.60065
[13], 2.96421e-05, -15.042
[14], -3.26494e-05, -14.9026
[15], 0.0176917, -5.82078
[16], 0.0871906, -3.51968
[17], 1.26939e-06, -19.5874
[18], -3.60422e-06, -18.0819
[19], 0.0129485, -6.27108
[20], 0.0664963, -3.91058
[21], -9.18191e-06, -16.7328
[22], 0.00871023, -6.84307
[23], 0.0507081, -4.30164
[24], -0.137865, -2.85867
[25], -2.66293e-05, -15.1966
[26], 8.11834e-06, -16.9104
[27], 0.00295914, -8.40061
[28], 0.0362652, -4.78527
[29], 1.92905e-05, -15.6618
[30], 1.09468e-05, -16.4791
[31], 0.00272833, -8.51776
3: [0], 4.27635e-05, -14.5133
[1], 0.0104184, -6.58472
[2], 1.19507e-05, -16.3525
[3], -0.00959089, -6.70412
[4], -2.80328e-07, -21.7664
[5], 0.011666, -6.42155
[6], -1.76011e-05, -15.794
[7], 0.0289938, -5.10811
[8], 1.93259e-05, -15.6591
[9], -0.0164735, -5.92371
[10], -4.58211e-07, -21.0575
[11], 0.0537312, -4.2181
[12], -1.21649e-05, -16.3269
[13], -0.0238292, -5.39113
[14], 2.40374e-05, -15.3444
[15], 0.0212184, -5.55854
[16], 1.86516e-05, -15.7103
[17], -0.00746579, -7.06549
[18], 5.52693e-05, -14.1432
[19], -0.0172472, -5.8575
[20], 2.98955e-07, -21.6736
[21], 0.0100448, -6.63741
[22], 1.56183e-05, -15.9664
[23], 0.000328416, -11.5722
[24], -2.21003e-06, -18.7875
[25], 0.00282061, -8.46978
[26], -2.81241e-05, -15.1178
[27], 0.00720678, -7.11643
[28], 6.24284e-05, -13.9674
[29], -0.0109872, -6.50804
[30], 2.98936e-05, -15.0298
[31], 0.0117003, -6.41731
4: [0], -7.1032e-06, -17.1031
[1], 2.5209e-05, -15.2757
[2], -1.26101e-06, -19.597
[3], -0.000568424, -10.7807
[4], -2.89194e-05, -15.0776
[5], -8.78796e-06, -16.796
[6], 6.03404e-05, -14.0165
[7], -0.00410812, -7.92731
[8], -3.09199e-07, -21.625
[9], 1.46683e-06, -19.3789
[10], 6.22869e-06, -17.2926
[11], 0.000318781, -11.6151
[12], -2.15694e-05, -15.5007
[13], 9.96981e-06, -16.614
[14], 3.56957e-05, -14.7739
[15], -0.000652549, -10.5816
[16], -1.4496e-05, -16.074
[17], -3.15085e-05, -14.9539
[18], 6.53407e-05, -13.9017
[19], -0.00213048, -8.8746
[20], -6.0169e-05, -14.0206
[21], -2.12891e-05, -15.5195
[22], 4.03719e-05, -14.5963
[23], -0.000346716, -11.494
[24], -1.19545e-05, -16.3521
[25], 7.0082e-06, -17.1225
[26], 5.51064e-06, -17.4693
[27], -0.00156435, -9.32022
[28], 3.23961e-05, -14.9138
[29], 8.7386e-06, -16.8042
[30], 8.10334e-05, -13.5911
[31], 0.00181707, -9.10417
5: [0], -5.004e-05, -14.2866
[1], -1.78069e-06, -19.0991
[2], 0.000158424, -12.6239
[3], 0.00669771, -7.22212
[4], 9.26014e-06, -16.7205
[5], 3.50559e-05, -14.8
[6], 2.45022e-05, -15.3167
[7], -0.000273174, -11.8379
[8], -3.0308e-05, -15.0099
[9], -4.17698e-06, -17.8691
[10], 4.39854e-05, -14.4726
[11], -0.00278452, -8.48835
[12], 2.83774e-06, -18.4268
[13], -4.669e-05, -14.3865
[14], 0.000141916, -12.7827
[15], 0.00439536, -7.8298
[16], 6.50622e-06, -17.2297
[17], 1.051e-05, -16.5379
[18], 2.94205e-06, -18.3747
[19], 0.000313208, -11.6406
[20], -2.41678e-06, -18.6585
[21], 3.79607e-06, -18.0071
[22], 8.19787e-05, -13.5744
[23], -0.0037277, -8.0675
[24], 1.50977e-05, -16.0153
[25], -2.87779e-06, -18.4066
[26], -2.39508e-05, -15.3496
[27], -0.0010511, -9.89388
[28], -3.72808e-06, -18.0331
[29], 1.1201e-05, -16.446
[30], 2.58181e-05, -15.2413
[31], 0.000671191, -10.541
6: [0], -3.69549e-06, -18.0458
[1], 3.39597e-05, -14.8458
[2], -1.09971e-05, -16.4725
[3], 0.000177913, -12.4565
[4], -2.02209e-05, -15.5938
[5], 7.71228e-06, -16.9844
